State_Name,Season,Crop,Area,Production
4,4,43,375.0,156.0
4,4,38,16405.0,7053.0
4,4,11,1315.0,581.0
4,4,19,1040.0,748.0
4,5,1,17225.0,13057.0
4,2,2,1498.0,19474.0
4,2,4,229.0,2697000.0
4,2,7,603.0,335.0
4,2,23,225.0,600.0
4,2,33,87.0,872.0
4,2,36,185.0,2785.0
4,2,46,372.0,5148.0
4,2,27,3920.0,20702.0
4,2,5,280.0,9382.0
4,2,6,368.0,1141.0
4,2,8,546.0,355.0
4,6,1,80660.0,85947.0
4,3,1,16105.0,9635.0
4,1,12,70.0,49.0
4,1,15,15.0,8.0
4,1,42,403.0,2833.0
4,1,21,372.0,134.0
4,1,25,57.0,32.0
4,4,18,14.0,7.0
4,4,22,19.0,7.0
4,4,20,185.0,85.0
4,4,10,325.0,146.0
4,4,43,388.0,167.0
4,4,38,18535.0,9433.0
4,4,11,1318.0,967.0
4,4,19,810.0,550.0
4,5,1,16412.0,15839.0
4,2,4,229.0,2062000.0
4,2,7,615.0,342.0
4,2,23,227.0,605.0
4,2,27,3965.0,27097.0
4,2,5,298.0,11224.0
4,2,6,368.0,1141.0
4,2,8,545.0,355.0
4,6,1,85910.0,104400.0
4,3,1,16115.0,11862.0
4,1,12,59.0,41.0
4,1,15,15.0,6.0
4,1,42,404.0,3304.0
4,1,9,233.0,139.0
4,1,21,260.0,94.0
4,1,25,55.0,30.0
4,4,18,14.0,7.0
4,4,22,19.0,7.0
4,4,20,105.0,48.0
4,4,10,314.0,141.0
4,4,43,432.0,180.0
4,4,38,18725.0,10058.0
4,4,11,1336.0,531.0
4,4,19,211.0,188.0
4,5,1,16520.0,12899.0
4,2,2,1943.0,25259.0
4,2,7,617.0,343.0
4,2,23,227.0,605.0
4,2,27,4015.0,18008.0
4,2,5,303.0,11805.0
4,2,6,74.0,230.0
4,2,8,545.0,355.0
4,6,1,88764.0,101508.0
4,3,1,18650.0,13872.0
4,1,12,59.0,41.0
4,1,15,14.0,6.0
4,1,42,395.0,2213.0
4,1,9,243.0,145.0
4,1,21,354.0,129.0
4,1,25,35.0,20.0
4,4,18,13.0,6.0
4,4,22,24.0,9.0
4,4,20,348.0,160.0
4,4,10,518.0,233.0
4,4,43,1297.0,538.0
4,4,38,20475.0,8450.0
4,4,11,1340.0,602.0
4,4,19,440.0,320.0
4,5,1,11962.0,8992.0
4,2,2,2120.0,27560.0
4,2,4,312.0,2228000.0
4,2,7,627.0,349.0
4,2,23,216.0,578.0
4,2,27,4093.0,22320.0
4,2,5,315.0,12017.0
4,2,6,174.0,540.0
4,2,8,629.0,409.0
4,6,1,91203.0,61231.0
4,3,1,18730.0,11722.0
4,1,12,60.0,42.0
4,1,15,13.0,5.0
4,1,42,372.0,2023.0
4,1,9,243.0,145.0
4,1,21,257.0,92.0
4,1,25,30.0,17.0
4,4,18,10.0,4.0
4,4,22,10.0,4.0
4,4,20,1556.0,715.0
4,4,10,408.0,184.0
4,4,43,2982.0,1238.0
4,4,38,24820.0,11974.0
4,4,11,1578.0,664.0
4,4,19,926.0,639.0
4,5,1,16266.0,11302.0
4,2,2,2276.0,29588.0
4,2,4,293.0,1495000.0
4,2,7,640.0,355.0
4,2,23,180.0,482.0
4,2,27,5035.0,31131.0
4,2,5,317.0,10588.0
4,2,6,210.0,652.0
4,2,8,685.0,445.0
4,6,1,86648.0,68736.0
4,3,1,15278.0,4248.0
4,1,12,54.0,37.0
4,1,15,13.0,5.0
4,1,42,412.0,2459.0
4,1,9,155.0,93.0
4,1,21,277.0,98.0
4,1,25,32.0,18.0
4,4,44,1515.0,1079.0
4,4,18,9.0,4.0
4,4,22,15.0,5.0
4,4,20,1282.0,590.0
4,4,10,307.0,136.0
4,4,43,2130.0,991.0
4,4,38,24670.0,13257.0
4,4,11,1515.0,1079.0
4,4,19,456.0,346.0
4,5,1,17070.0,14008.0
4,2,2,4095.0,56514.0
4,2,4,288.0,3006000.0
4,2,7,681.0,379.0
4,2,23,206.0,548.0
4,2,27,5008.0,25012.0
4,2,5,334.0,12043.0
4,2,6,117.0,363.0
4,2,8,785.0,511.0
4,6,1,91240.0,56370.0
4,3,1,15547.0,12263.0
4,1,12,50.0,35.0
4,1,15,30.0,13.0
4,1,42,378.0,2476.0
4,1,9,150.0,90.0
4,1,21,255.0,92.0
4,1,25,8.0,5.0
4,4,2,1668.0,22130.0
4,4,18,30.0,12.0
4,4,22,12.0,4.0
4,4,20,1324.0,609.0
4,4,10,372.0,166.0
4,4,43,2040.0,882.0
4,4,38,23428.0,11252.0
4,4,11,1513.0,734.0
4,4,19,422.0,118.0
4,5,1,15572.0,11320.0
4,2,2,1668.0,22130.0
4,2,4,298.0,2440000.0
4,2,7,617.0,343.0
4,2,23,210.0,559.0
4,2,27,5177.0,27940.0
4,2,5,341.0,12731.0
4,2,6,93.0,289.0
4,2,8,863.0,561.0
4,6,1,104655.0,153688.0
4,3,1,15557.0,11121.0
4,1,12,218.0,153.0
4,1,15,10.0,4.0
4,1,42,360.0,2365.0
4,1,9,155.0,93.0
4,1,21,275.0,98.0
4,1,25,35.0,20.0
4,4,2,3970.0,53002.0
4,4,18,23.0,9.0
4,4,22,20.0,7.0
4,4,20,1222.0,563.0
4,4,10,326.0,145.0
4,4,43,1942.0,847.0
4,4,38,23830.0,21793.0
4,4,11,1586.0,821.0
4,4,19,83.0,45.0
4,5,1,16675.0,17622.0
4,2,2,3970.0,53002.0
4,2,4,298.0,2440000.0
4,2,7,600.0,333.0
4,2,23,220.0,585.0
4,2,27,4588.0,24417.0
4,2,5,345.0,15817.0
4,2,6,125.0,388.0
4,2,8,845.0,550.0
4,6,1,108330.0,217671.0
4,3,45,14499.0,13871.0
4,3,1,14499.0,13871.0
4,1,12,121.0,92.0
4,1,15,5.0,2.0
4,1,42,143.0,1062.0
4,1,9,140.0,95.0
4,1,33,97.0,993.0
4,1,36,184.0,3780.0
4,1,21,253.0,111.0
4,1,25,58.0,38.0
4,4,7,480.0,375.0
4,4,41,441.0,3393.0
4,4,18,20.0,9.0
4,4,22,25.0,9.0
4,4,20,153.0,78.0
4,4,10,842.0,428.0
4,4,43,990.0,443.0
4,4,46,328.0,4680.0
4,4,38,25453.0,14265.0
4,4,6,245.0,798.0
4,4,11,2343.0,1253.0
4,4,19,79.0,83.0
4,5,45,21815.0,36479.0
4,5,1,21815.0,36479.0
4,2,2,2425.0,35028.0
4,2,4,278.0,2417.0
4,2,23,226.0,640.0
4,2,27,14075.0,87584.0
4,2,5,311.0,19136.0
4,2,8,890.0,616.0
4,6,45,114250.0,210176.0
4,6,1,114250.0,210176.0
4,3,45,14829.0,16891.0
4,3,1,14829.0,16891.0
4,1,12,48.0,41.0
4,1,15,20.0,9.0
4,1,42,98.0,839.0
4,1,9,165.0,125.0
4,1,33,118.0,1329.0
4,1,36,186.0,3991.0
4,1,21,250.0,105.0
4,1,25,73.0,48.0
4,4,7,510.0,444.0
4,4,41,467.0,3641.0
4,4,18,39.0,18.0
4,4,22,11.0,4.0
4,4,20,515.0,286.0
4,4,10,575.0,326.0
4,4,43,1808.0,835.0
4,4,46,333.0,5118.0
4,4,38,37900.0,25954.0
4,4,6,245.0,887.0
4,4,11,1566.0,1060.0
4,4,19,12.0,16.0
4,5,1,19372.0,44526.0
4,2,2,2310.0,37988.0
4,2,4,292.0,1641.0
4,2,23,215.0,633.0
4,2,27,11837.0,87633.0
4,2,5,330.0,16394.0
4,2,8,888.0,677.0
4,6,45,111100.0,249676.0
4,6,1,111100.0,249676.0
4,3,45,13000.0,19615.0
4,3,1,13000.0,19615.0
4,1,12,34.0,29.0
4,1,15,18.0,7.0
4,1,42,110.0,1130.0
4,1,9,165.0,565.0
4,1,33,73.0,822.0
4,1,36,237.0,5085.0
4,1,21,160.0,75.0
4,1,25,45.0,26.0
4,4,7,345.0,301.0
4,4,41,472.0,3680.0
4,4,18,7.0,3.0
4,4,22,10.0,5.0
4,4,20,200.0,111.0
4,4,10,328.0,188.0
4,4,43,1478.0,910.0
4,4,46,279.0,4288.0
4,4,38,22999.0,16701.0
4,4,6,178.0,645.0
4,4,11,2744.0,1678.0
4,4,19,13.0,12.0
4,5,45,16400.0,25187.0
4,5,1,16400.0,25187.0
4,2,2,2717.0,44681.0
4,2,4,292.0,995.0
4,2,23,160.0,471.0
4,2,27,10148.0,70412.0
4,2,5,310.0,14494.0
4,2,8,900.0,685.0
4,6,45,111700.0,215763.0
4,6,1,111700.0,215763.0
4,3,45,6861.0,10015.0
4,3,1,6861.0,10015.0
4,1,12,30.0,36.0
4,1,15,8.0,3.0
4,1,42,37.0,406.0
4,1,9,103.0,462.0
4,1,33,63.0,710.0
4,1,36,165.0,3541.0
4,1,21,165.0,116.0
4,1,25,40.0,33.0
4,4,7,395.0,347.0
4,4,41,500.0,3906.0
4,4,18,7.0,4.0
4,4,22,20.0,13.0
4,4,20,348.0,348.0
4,4,10,510.0,510.0
4,4,43,1590.0,1431.0
4,4,46,140.0,2151.0
4,4,38,25020.0,19582.0
4,4,6,230.0,835.0
4,4,11,2910.0,2213.0
4,4,19,15.0,18.0
4,5,45,14700.0,26717.0
4,5,1,14700.0,26717.0
4,2,2,2718.0,44697.0
4,2,23,400.0,1186.0
4,2,27,9623.0,42574.0
4,2,5,326.0,15488.0
4,2,8,900.0,689.0
4,6,45,102605.0,224011.0
4,6,1,102605.0,224011.0
4,3,1,27010.0,14050.0
4,1,12,180.0,120.0
4,1,15,16.0,6.0
4,1,42,6660.0,66045.0
4,1,9,79.0,32.0
4,1,25,325.0,139.0
4,1,5,670.0,30606.0
4,4,18,200.0,65.0
4,4,22,600.0,285.0
4,4,38,12250.0,4312.0
4,4,19,8000.0,12288.0
4,5,1,32500.0,48230.0
4,2,4,1330.0,15948.0
4,2,7,700.0,420.0
4,2,23,550.0,1540.0
4,2,27,1100.0,7000.0
4,2,21,920.0,460.0
4,2,6,300.0,900.0
4,2,8,350.0,280.0
4,6,1,38500.0,30515.0
4,3,1,25500.0,14804.0
4,1,12,180.0,120.0
4,1,15,17.0,7.0
4,1,42,6000.0,59867.0
4,1,9,79.0,32.0
4,1,21,920.0,400.0
4,1,25,350.0,155.0
4,4,18,250.0,69.0
4,4,22,600.0,285.0
4,4,38,12500.0,4975.0
4,4,19,8500.0,11254.0
4,5,1,40000.0,103600.0
4,2,2,460.0,5520.0
4,2,4,1360.0,9382000.0
4,2,7,680.0,408.0
4,2,23,600.0,1680.0
4,2,27,800.0,3727.0
4,2,5,670.0,30856.0
4,2,6,350.0,1050.0
4,2,8,350.0,280.0
4,6,1,45000.0,51151.0
4,3,1,19600.0,14812.0
4,1,12,300.0,200.0
4,1,15,14.0,6.0
4,1,42,6000.0,62333.0
4,1,9,80.0,32.0
4,1,21,500.0,250.0
4,1,25,350.0,157.0
4,4,18,150.0,41.0
4,4,22,250.0,119.0
4,4,38,7500.0,2438.0
4,4,19,6000.0,6984.0
4,5,1,45000.0,129060.0
4,2,2,470.0,5640.0
4,2,4,1300.0,6070000.0
4,2,7,600.0,360.0
4,2,23,400.0,1060.0
4,2,27,650.0,3173.0
4,2,5,670.0,28354.0
4,2,6,360.0,1152.0
4,2,8,350.0,280.0
4,6,1,50000.0,77667.0
4,3,1,15000.0,11350.0
4,1,12,300.0,200.0
4,1,15,14.0,6.0
4,1,42,5000.0,48439.0
4,1,9,80.0,32.0
4,1,21,400.0,200.0
4,1,25,350.0,154.0
4,4,18,150.0,41.0
4,4,22,250.0,119.0
4,4,38,4500.0,2291.0
4,4,19,5000.0,5760.0
4,5,1,42000.0,115206.0
4,2,2,500.0,6000.0
4,2,4,1300.0,7307000.0
4,2,7,600.0,360.0
4,2,23,400.0,1060.0
4,2,27,630.0,3140.0
4,2,5,650.0,27404.0
4,2,6,300.0,960.0
4,2,8,300.0,240.0
4,6,1,47000.0,80044.0
4,3,1,13500.0,7572.0
4,1,12,240.0,160.0
4,1,15,14.0,6.0
4,1,42,4000.0,41111.0
4,1,9,60.0,24.0
4,1,21,252.0,126.0
4,1,25,350.0,154.0
4,4,18,100.0,27.0
4,4,22,200.0,94.0
4,4,20,430.0,295.0
4,4,10,173.0,33.0
4,4,43,400.0,400.0
4,4,38,4820.0,1697.0
4,4,11,310.0,166.0
4,4,19,4000.0,4200.0
4,5,1,37565.0,87226.0
4,2,2,460.0,5520.0
4,2,4,1310.0,7514000.0
4,2,7,580.0,348.0
4,2,23,300.0,795.0
4,2,27,723.0,4561.0
4,2,5,650.0,25956.0
4,2,6,250.0,800.0
4,2,8,215.0,172.0
4,6,1,40000.0,59652.0
4,3,1,12270.0,2922.0
4,1,12,250.0,166.0
4,1,15,14.0,6.0
4,1,42,4800.0,46960.0
4,1,9,80.0,32.0
4,1,21,252.0,126.0
4,1,25,350.0,155.0
4,4,18,140.0,38.0
4,4,22,200.0,94.0
4,4,20,500.0,345.0
4,4,10,180.0,34.0
4,4,43,600.0,600.0
4,4,38,5000.0,1965.0
4,4,11,700.0,277.0
4,4,19,4250.0,4229.0
4,5,1,40000.0,89600.0
4,2,2,460.0,5566.0
4,2,4,1310.0,9199000.0
4,2,7,520.0,312.0
4,2,23,300.0,795.0
4,2,33,17.0,178.0
4,2,36,90.0,1328.0
4,2,46,80.0,1065.0
4,2,27,700.0,3053.0
4,2,5,670.0,27580.0
4,2,6,250.0,800.0
4,2,8,220.0,176.0
4,6,1,36000.0,45176.0
4,3,1,11000.0,2587.0
4,1,12,200.0,120.0
4,1,15,14.0,8.0
4,1,42,2800.0,25760.0
4,1,9,80.0,32.0
4,1,21,250.0,130.0
4,1,25,350.0,154.0
4,4,18,150.0,41.0
4,4,22,205.0,96.0
4,4,20,1000.0,680.0
4,4,10,154.0,29.0
4,4,43,700.0,700.0
4,4,38,6000.0,2004.0
4,4,11,600.0,236.0
4,4,19,4000.0,3472.0
4,5,1,36000.0,65484.0
4,2,2,460.0,5566.0
4,2,4,1300.0,9085000.0
4,2,7,420.0,252.0
4,2,23,315.0,835.0
4,2,33,17.0,181.0
4,2,36,90.0,1323.0
4,2,46,80.0,1040.0
4,2,27,650.0,3666.0
4,2,5,670.0,23755.0
4,2,6,250.0,813.0
4,2,8,260.0,208.0
4,6,1,36450.0,55757.0
4,3,1,8000.0,142.0
4,1,12,200.0,129.0
4,1,15,10.0,5.0
4,1,42,2300.0,14388.0
4,1,21,250.0,127.0
4,1,25,340.0,150.0
4,4,18,140.0,38.0
4,4,22,200.0,94.0
4,4,20,1000.0,685.0
4,4,10,150.0,29.0
4,4,43,550.0,550.0
4,4,38,6000.0,2340.0
4,4,11,475.0,151.0
4,4,19,4400.0,3507.0
4,5,1,38000.0,85196.0
4,2,4,1310.0,8132000.0
4,2,7,400.0,240.0
4,2,23,300.0,795.0
4,2,27,640.0,3530.0
4,2,5,670.0,25274.0
4,2,6,250.0,804.0
4,2,8,225.0,180.0
4,6,1,27000.0,19069.0
4,3,1,7000.0,3589.0
4,1,12,140.0,89.0
4,1,15,14.0,7.0
4,1,42,3000.0,25267.0
4,1,9,40.0,16.0
4,1,21,250.0,127.0
4,1,25,300.0,132.0
4,4,18,120.0,32.0
4,4,22,540.0,254.0
4,4,20,673.0,461.0
4,4,10,550.0,105.0
4,4,43,460.0,460.0
4,4,38,3700.0,1262.0
4,4,11,450.0,156.0
4,4,19,2000.0,1760.0
4,5,1,29500.0,59000.0
4,2,2,460.0,5566.0
4,2,7,400.0,240.0
4,2,23,325.0,861.0
4,2,27,500.0,2664.0
4,2,5,520.0,19905.0
4,2,6,230.0,741.0
4,2,8,170.0,136.0
4,6,1,22000.0,26611.0
4,3,1,4749.0,3136.0
4,1,12,55.0,34.0
4,1,15,12.0,6.0
4,1,42,3088.0,33024.0
4,1,9,25.0,10.0
4,1,21,236.0,121.0
4,1,25,223.0,98.0
4,4,18,120.0,32.0
4,4,22,589.0,277.0
4,4,20,588.0,402.0
4,4,10,195.0,37.0
4,4,43,670.0,670.0
4,4,38,6535.0,2719.0
4,4,11,655.0,229.0
4,4,19,4336.0,4085.0
4,5,1,36745.0,71910.0
4,2,2,500.0,6050.0
4,2,4,1225.0,9437000.0
4,2,7,389.0,233.0
4,2,23,350.0,928.0
4,2,27,610.0,2985.0
4,2,5,670.0,24158.0
4,2,6,227.0,733.0
4,2,8,166.0,133.0
4,6,1,32687.0,17664.0
4,3,1,4872.0,1755.0
4,1,12,51.0,32.0
4,1,15,16.0,8.0
4,1,42,4350.0,44518.0
4,1,9,21.0,8.0
4,1,21,190.0,97.0
4,1,25,200.0,88.0
4,4,18,120.0,32.0
4,4,22,573.0,269.0
4,4,20,550.0,376.0
4,4,10,239.0,45.0
4,4,43,701.0,701.0
4,4,38,5500.0,2107.0
4,4,11,550.0,393.0
4,4,19,4500.0,4446.0
4,5,1,37950.0,87854.0
4,2,2,700.0,8470.0
4,2,4,1005.0,6710000.0
4,2,7,390.0,234.0
4,2,23,250.0,662.0
4,2,27,590.0,3562.0
4,2,5,655.0,24148.0
4,2,6,200.0,645.0
4,2,8,166.0,133.0
4,6,1,41205.0,25083.0
4,3,1,6000.0,4304.0
4,1,12,51.0,35.0
4,1,15,7.0,4.0
4,1,42,4000.0,48089.0
4,1,9,21.0,8.0
4,1,21,196.0,99.0
4,1,25,170.0,75.0
4,4,44,600.0,325.0
4,4,18,92.0,25.0
4,4,22,554.0,284.0
4,4,20,555.0,380.0
4,4,10,190.0,35.0
4,4,43,670.0,670.0
4,4,38,5500.0,2684.0
4,4,11,600.0,325.0
4,4,19,4146.0,3906.0
4,5,1,32806.0,84738.0
4,2,2,838.0,11145.0
4,2,4,1428.0,10239000.0
4,2,7,413.0,247.0
4,2,23,300.0,795.0
4,2,27,800.0,4366.0
4,2,5,600.0,23696.0
4,2,6,227.0,732.0
4,2,8,162.0,275.0
4,6,1,37920.0,51320.0
4,3,1,4526.0,1720.0
4,1,12,70.0,47.0
4,1,15,6.0,3.0
4,1,42,4100.0,40499.0
4,1,9,25.0,10.0
4,1,21,200.0,102.0
4,1,25,250.0,110.0
4,4,2,1250.0,15625.0
4,4,18,77.0,21.0
4,4,22,428.0,207.0
4,4,20,568.0,389.0
4,4,10,400.0,76.0
4,4,43,588.0,588.0
4,4,38,8335.0,4393.0
4,4,11,700.0,437.0
4,4,19,9200.0,8952.0
4,5,1,42252.0,106729.0
4,2,2,1250.0,15625.0
4,2,4,1400.0,7988000.0
4,2,7,405.0,243.0
4,2,23,296.0,784.0
4,2,27,986.0,6569.0
4,2,5,620.0,23566.0
4,2,6,193.0,620.0
4,2,8,157.0,173.0
4,6,1,31617.0,44801.0
4,3,1,4084.0,2434.0
4,1,12,79.0,59.0
4,1,15,6.0,3.0
4,1,42,3656.0,28029.0
4,1,9,45.0,18.0
4,1,21,217.0,111.0
4,1,25,463.0,204.0
4,4,2,1692.0,21387.0
4,4,18,75.0,20.0
4,4,22,440.0,215.0
4,4,20,593.0,406.0
4,4,10,517.0,97.0
4,4,43,601.0,60.0
4,4,38,5365.0,2784.0
4,4,11,765.0,367.0
4,4,19,5252.0,4664.0
4,5,1,44104.0,108364.0
4,2,2,1692.0,21387.0
4,2,4,1400.0,7988000.0
4,2,7,408.0,245.0
4,2,23,308.0,816.0
4,2,27,950.0,4411.0
4,2,5,571.0,21260.0
4,2,6,190.0,612.0
4,2,8,180.0,216.0
4,6,1,41813.0,80281.0
4,3,45,3736.0,2864.0
4,3,1,3736.0,2864.0
4,1,12,103.0,74.0
4,1,42,4336.0,31316.0
4,1,9,66.0,30.0
4,1,33,177.0,2073.0
4,1,36,109.0,1730.0
4,1,21,239.0,144.0
4,1,25,508.0,237.0
4,4,7,393.0,259.0
4,4,41,271.0,2403.0
4,4,18,82.0,34.0
4,4,22,395.0,206.0
4,4,20,660.0,414.0
4,4,10,547.0,166.0
4,4,43,710.0,698.0
4,4,46,82.0,1298.0
4,4,38,5620.0,2543.0
4,4,6,205.0,666.0
4,4,11,814.0,456.0
4,4,19,5312.0,6497.0
4,5,45,43516.0,122715.0
4,5,1,43516.0,122715.0
4,2,2,1756.0,26902.0
4,2,4,810.0,7609.0
4,2,23,301.0,644.0
4,2,27,1240.0,9621.0
4,2,5,761.0,30415.0
4,2,8,267.0,307.0
4,6,45,42745.0,80418.0
4,6,1,42745.0,80418.0
4,3,45,3645.0,5291.0
4,3,1,3645.0,5291.0
4,1,12,117.0,98.0
4,1,15,7.0,4.0
4,1,42,6345.0,61861.0
4,1,9,250.0,113.0
4,1,33,187.0,2217.0
4,1,36,142.0,2383.0
4,1,21,221.0,144.0
4,1,25,506.0,227.0
4,4,7,451.0,304.0
4,4,41,304.0,2729.0
4,4,18,81.0,36.0
4,4,22,439.0,231.0
4,4,20,627.0,478.0
4,4,10,430.0,146.0
4,4,43,927.0,957.0
4,4,46,83.0,1360.0
4,4,38,7057.0,3311.0
4,4,6,211.0,707.0
4,4,11,820.0,510.0
4,4,19,3800.0,4279.0
4,5,1,37729.0,112357.0
4,2,2,1953.0,31873.0
4,2,4,935.0,9230.0
4,2,23,317.0,764.0
4,2,27,1421.0,10037.0
4,2,5,1243.0,42840.0
4,2,8,274.0,319.0
4,6,45,39830.0,77445.0
4,6,1,39830.0,77445.0
4,3,45,2500.0,4133.0
4,3,1,2500.0,4133.0
4,1,12,127.0,109.0
4,1,15,4.0,1.0
4,1,42,5177.0,49210.0
4,1,9,186.0,803.0
4,1,33,281.0,3331.0
4,1,36,130.0,2181.0
4,1,21,240.0,163.0
4,1,25,428.0,191.0
4,4,7,466.0,315.0
4,4,41,197.0,1769.0
4,4,18,34.0,16.0
4,4,22,210.0,115.0
4,4,20,680.0,543.0
4,4,10,494.0,171.0
4,4,43,842.0,825.0
4,4,46,50.0,819.0
4,4,38,7500.0,3773.0
4,4,6,183.0,613.0
4,4,11,850.0,521.0
4,4,19,3500.0,4393.0
4,5,45,41120.0,134956.0
4,5,1,41120.0,134956.0
4,2,2,2010.0,39860.0
4,2,4,750.0,5130.0
4,2,23,345.0,831.0
4,2,27,1355.0,7041.0
4,2,5,950.0,31631.0
4,2,8,302.0,352.0
4,6,45,46495.0,109410.0
4,6,1,46495.0,109410.0
4,3,45,3272.0,7554.0
4,3,1,3272.0,7554.0
4,1,12,111.0,106.0
4,1,15,4.0,2.0
4,1,42,6805.0,59733.0
4,1,9,200.0,330.0
4,1,33,175.0,2076.0
4,1,36,132.0,2215.0
4,1,21,249.0,174.0
4,1,25,167.0,94.0
4,4,7,441.0,337.0
4,4,41,320.0,2875.0
4,4,18,37.0,21.0
4,4,22,206.0,130.0
4,4,20,597.0,602.0
4,4,10,514.0,193.0
4,4,43,761.0,1068.0
4,4,46,52.0,852.0
4,4,38,8250.0,4447.0
4,4,6,179.0,604.0
4,4,11,670.0,423.0
4,4,19,2050.0,2440.0
4,5,45,42535.0,132411.0
4,5,1,42535.0,132411.0
4,2,2,1957.0,38809.0
4,2,23,325.0,787.0
4,2,27,2856.0,14414.0
4,2,5,789.0,31468.0
4,2,8,285.0,333.0
4,6,45,44115.0,74261.0
4,6,1,44115.0,74261.0
4,3,1,57555.0,54868.0
4,1,12,1646.0,1110.0
4,1,15,78.0,31.0
4,1,42,15530.0,206793.0
4,1,9,481.0,321.0
4,1,25,120.0,44.0
4,1,5,10043.0,397881.0
4,4,18,122.0,53.0
4,4,22,530.0,235.0
4,4,38,22838.0,14837.0
4,4,19,5764.0,5661.0
4,5,1,28013.0,43668.0
4,2,4,4953.0,42061.0
4,2,7,938.0,571.0
4,2,23,1032.0,2168.0
4,2,27,5943.0,70299.0
4,2,21,906.0,394.0
4,2,6,470.0,1500.0
4,2,8,1251.0,803.0
4,6,1,142724.0,136887.0
4,3,1,55191.0,72760.0
4,1,12,2394.0,1614.0
4,1,15,60.0,25.0
4,1,42,11274.0,115891.0
4,1,9,475.0,316.0
4,1,21,964.0,419.0
4,1,25,133.0,55.0
4,4,18,98.0,42.0
4,4,22,634.0,281.0
4,4,38,26229.0,13525.0
4,4,19,6189.0,4730.0
4,5,1,41679.0,100330.0
4,2,2,3755.0,56002.0
4,2,4,5023.0,49772000.0
4,2,7,1228.0,765.0
4,2,23,1134.0,2381.0
4,2,27,6123.0,65322.0
4,2,5,9779.0,350024.0
4,2,6,494.0,1580.0
4,2,8,1296.0,833.0
4,6,1,144667.0,211380.0
4,3,1,42006.0,51215.0
4,1,12,1819.0,1226.0
4,1,15,59.0,24.0
4,1,42,9079.0,104176.0
4,1,9,500.0,332.0
4,1,21,998.0,435.0
4,1,25,122.0,49.0
4,4,18,100.0,42.0
4,4,22,642.0,286.0
4,4,38,26406.0,12278.0
4,4,19,6199.0,6993.0
4,5,1,52650.0,127398.0
4,2,2,4370.0,65268.0
4,2,4,5035.0,60719000.0
4,2,7,1213.0,758.0
4,2,23,1016.0,2134.0
4,2,27,6209.0,57272.0
4,2,5,9979.0,353543.0
4,2,6,504.0,1612.0
4,2,8,1301.0,836.0
4,6,1,152987.0,278662.0
4,3,1,48434.0,67115.0
4,1,12,1591.0,1073.0
4,1,15,50.0,20.0
4,1,42,10316.0,118047.0
4,1,9,520.0,343.0
4,1,21,1041.0,453.0
4,1,25,118.0,45.0
4,4,18,110.0,47.0
4,4,22,695.0,313.0
4,4,38,26327.0,13951.0
4,4,19,5343.0,4567.0
4,5,1,57976.0,145532.0
4,2,2,4502.0,67236.0
4,2,4,5036.0,39771000.0
4,2,7,1289.0,805.0
4,2,23,1055.0,2216.0
4,2,27,6630.0,69718.0
4,2,5,9097.0,317766.0
4,2,6,503.0,1609.0
4,2,8,1357.0,871.0
4,6,1,141632.0,232291.0
4,3,1,45551.0,53449.0
4,1,12,1542.0,1039.0
4,1,15,48.0,19.0
4,1,42,10666.0,148168.0
4,1,9,559.0,367.0
4,1,21,1038.0,451.0
4,1,25,114.0,45.0
4,4,18,106.0,46.0
4,4,22,685.0,306.0
4,4,20,1434.0,513.0
4,4,10,994.0,401.0
4,4,43,4164.0,1352.0
4,4,38,28758.0,13287.0
4,4,11,2828.0,2070.0
4,4,19,5699.0,5955.0
4,5,1,57920.0,135561.0
4,2,2,4504.0,67266.0
4,2,4,5036.0,41786000.0
4,2,7,1266.0,792.0
4,2,23,1042.0,2189.0
4,2,27,6074.0,58879.0
4,2,5,9142.0,313633.0
4,2,6,501.0,1603.0
4,2,8,1367.0,879.0
4,6,1,128485.0,224962.0
4,3,1,40558.0,43600.0
4,1,12,1530.0,1031.0
4,1,15,45.0,18.0
4,1,42,11329.0,137782.0
4,1,9,532.0,348.0
4,1,21,845.0,370.0
4,1,25,112.0,44.0
4,4,18,107.0,45.0
4,4,22,654.0,293.0
4,4,20,1709.0,607.0
4,4,10,927.0,375.0
4,4,43,4164.0,1352.0
4,4,38,28808.0,13774.0
4,4,11,2269.0,1217.0
4,4,19,5536.0,5120.0
4,5,1,59833.0,131010.0
4,2,2,4552.0,67988.0
4,2,4,5062.0,52993000.0
4,2,7,1282.0,802.0
4,2,23,1062.0,2231.0
4,2,33,166.0,1644.0
4,2,36,1835.0,23022.0
4,2,46,1801.0,25228.0
4,2,27,5845.0,65311.0
4,2,5,8596.0,286102.0
4,2,6,466.0,1487.0
4,2,8,1381.0,887.0
4,6,1,150888.0,255670.0
4,3,1,42149.0,46490.0
4,1,12,1527.0,1029.0
4,1,15,42.0,17.0
4,1,42,9682.0,140453.0
4,1,9,604.0,385.0
4,1,21,1000.0,435.0
4,1,25,117.0,46.0
4,4,18,113.0,49.0
4,4,22,466.0,209.0
4,4,20,1204.0,431.0
4,4,10,859.0,347.0
4,4,43,3644.0,1182.0
4,4,38,27873.0,14263.0
4,4,11,1890.0,902.0
4,4,19,5732.0,4582.0
4,5,1,57686.0,131458.0
4,2,2,4618.0,68957.0
4,2,4,5050.0,43216000.0
4,2,7,1238.0,776.0
4,2,23,1047.0,2199.0
4,2,33,166.0,1646.0
